,Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
4720,4720,4720,29640501,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,1419 JESUP AVENUE,JESUP AVENUE,EDWARD L GRANT HIGHWAY,JESUP PLACE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,04 BRONX,BRONX,1006262,245924,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84165233606424,-73.92044573265363,"(40.84165233606424, -73.92044573265363)"
4721,4721,4721,29640559,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10032,534 WEST 159 STREET,WEST 159 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000244,243335,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83455923452599,-73.94220174373363,"(40.83455923452599, -73.94220174373363)"
4722,4722,4722,29640582,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11434,166-01 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,LATHAM LANE,GUY R BREWER BOULEVARD,,,ADDRESS,Jamaica,,,Open,,01/05/2015 12:00:00 AM,12 QUEENS,QUEENS,1047423,182728,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.667997502736355,-73.77227866329089,"(40.667997502736355, -73.77227866329089)"
4723,4723,4723,29640597,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2410 WASHINGTON AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST 188 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,06 BRONX,BRONX,1014426,251908,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.858052508996636,-73.8909130551251,"(40.858052508996636, -73.8909130551251)"
4724,4724,4724,29640642,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1539 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ELDER AVENUE,BOYNTON AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,09 BRONX,BRONX,1017928,241205,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82866327111119,-73.87830701038905,"(40.82866327111119, -73.87830701038905)"
4725,4725,4725,29640648,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,1520 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 186 STREET,WEST 187 STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1003225,249866,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85247900997084,-73.93141069039606,"(40.85247900997084, -73.93141069039606)"
4726,4726,4726,29640649,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,2775 EAST 12 STREET,EAST 12 STREET,BANNER AVENUE,LAWN COURT,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,15 BROOKLYN,BROOKLYN,996114,151870,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58351622059898,-73.95728767934483,"(40.58351622059898, -73.95728767934483)"
4727,4727,4727,29640652,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11368,58-35 GRANGER STREET,GRANGER STREET,OTIS AVENUE,WESTSIDE AVENUE,,,ADDRESS,Corona,,,Open,,01/05/2015 12:00:00 AM,04 QUEENS,QUEENS,1024535,208321,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73837790752847,-73.85463033038431,"(40.73837790752847, -73.85463033038431)"
4728,4728,4728,29638609,2015-01-05,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,712 WEST 176 STREET,WEST 176 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1001154,247880,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84703223662135,-73.93890177984383,"(40.84703223662135, -73.93890177984383)"
4729,4729,4729,29638646,2015-01-05,,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,11216,805 PROSPECT PLACE,PROSPECT PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,08 BROOKLYN,BROOKLYN,998265,184942,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67428872663597,-73.94947505782707,"(40.67428872663597, -73.94947505782707)"
4730,4730,4730,29637782,2015-01-05,,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11224,2940 WEST 5 STREET,WEST 5 STREET,NEPTUNE AVENUE,WEST BRIGHTON AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,13 BROOKLYN,BROOKLYN,991881,149723,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.577627784669,-73.97252958732514,"(40.577627784669, -73.97252958732514)"
4731,4731,4731,29637803,2015-01-05,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11373,88-36 ELMHURST AVENUE,ELMHURST AVENUE,FORLEY STREET,ELBERTSON STREET,,,ADDRESS,Elmhurst,,,Open,,01/05/2015 12:00:00 AM,04 QUEENS,QUEENS,1018210,211222,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.746366969929255,-73.87743960950525,"(40.746366969929255, -73.87743960950525)"
4732,4732,4732,29637833,2015-01-05,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11417,149-59 TAHOE STREET,TAHOE STREET,ECKFORD AVENUE,ALBERT ROAD,,,ADDRESS,Ozone Park,,,Open,,01/05/2015 12:00:00 AM,10 QUEENS,QUEENS,1029271,183338,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.669782727775946,-73.83770739040393,"(40.669782727775946, -73.83770739040393)"
4733,4733,4733,29637876,2015-01-05,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11372,78-01 34 AVENUE,34 AVENUE,78 STREET,79 STREET,,,ADDRESS,Jackson Heights,,,Open,,01/05/2015 12:00:00 AM,03 QUEENS,QUEENS,1015109,213766,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75336096749028,-73.88861931776488,"(40.75336096749028, -73.88861931776488)"
4734,4734,4734,29637881,2015-01-05,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11224,2970 WEST 27 STREET,WEST 27 STREET,DEAD END,SURF AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,13 BROOKLYN,BROOKLYN,986235,148250,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57358775088775,-73.99285474116026,"(40.57358775088775, -73.99285474116026)"
4735,4735,4735,29637900,2015-01-05,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,998403,171929,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6385706801265,-73.94900486982377,"(40.6385706801265, -73.94900486982377)"
4736,4736,4736,29637940,2015-01-05,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10470,609 EAST 238 STREET,EAST 238 STREET,BRONX BOULEVARD,CARPENTER AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,12 BRONX,BRONX,1023673,267083,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.89966667454724,-73.85739568000359,"(40.89966667454724, -73.85739568000359)"
4737,4737,4737,29637973,2015-01-05,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10461,3555 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROBERTS AVENUE,BRUCKNER EXPWY WB EN BUHRE AVE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,10 BRONX,BRONX,1031980,248204,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84780869783529,-73.82748144004533,"(40.84780869783529, -73.82748144004533)"
4738,4738,4738,29637985,2015-01-05,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10023,247 WEST 72 STREET,WEST 72 STREET,BROADWAY,WEST END AVENUE,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,988901,223192,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.779285521969385,-73.98320641948227,"(40.779285521969385, -73.98320641948227)"
4739,4739,4739,29638020,2015-01-05,,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11203,920 TROY AVENUE,TROY AVENUE,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,1001984,176304,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65057266345083,-73.93609055656657,"(40.65057266345083, -73.93609055656657)"
4740,4740,4740,29638099,2015-01-05,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,998403,171929,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6385706801265,-73.94900486982377,"(40.6385706801265, -73.94900486982377)"
4741,4741,4741,29638119,2015-01-05,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11225,576 EASTERN PARKWAY,EASTERN PARKWAY,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,09 BROOKLYN,BROOKLYN,998311,183303,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66978996683012,-73.9493126440319,"(40.66978996683012, -73.9493126440319)"
4742,4742,4742,29638219,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,165 EAST 19 STREET,EAST 19 STREET,ALBEMARLE ROAD,BEVERLY ROAD,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,14 BROOKLYN,BROOKLYN,994967,174511,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64566253900396,-73.96138112871078,"(40.64566253900396, -73.96138112871078)"
4743,4743,4743,29638241,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,2167 CROTONA AVENUE,CROTONA AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,06 BRONX,BRONX,1015443,248854,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84966666046825,-73.88725079065705,"(40.84966666046825, -73.88725079065705)"
4744,4744,4744,29638251,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,245 EAST 178 STREET,EAST 178 STREET,GRAND CONCOURSE,ANTHONY AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,05 BRONX,BRONX,1010825,249080,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.850302070037515,-73.90394195382123,"(40.850302070037515, -73.90394195382123)"
4745,4745,4745,29638252,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10455,540 CONCORD AVENUE,CONCORD AVENUE,EAST 147 STREET,EAST 149 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,01 BRONX,BRONX,1009654,235423,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81282099564636,-73.90822636767874,"(40.81282099564636, -73.90822636767874)"
4746,4746,4746,29638287,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11364,75-34 BELL BOULEVARD,BELL BOULEVARD,75 AVENUE,77 AVENUE,,,ADDRESS,Oakland Gardens,,,Open,,01/05/2015 12:00:00 AM,11 QUEENS,QUEENS,1051668,208055,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73748259553554,-73.7567231278282,"(40.73748259553554, -73.7567231278282)"
4747,4747,4747,29638294,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10035,453 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,11 MANHATTAN,MANHATTAN,1002598,229359,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79619446055223,-73.93373319556389,"(40.79619446055223, -73.93373319556389)"
4748,4748,4748,29638295,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1220 COLLEGE AVENUE,COLLEGE AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,04 BRONX,BRONX,1008295,242848,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83320431040874,-73.91310923489743,"(40.83320431040874, -73.91310923489743)"
4749,4749,4749,29639290,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,192 MARTENSE STREET,MARTENSE STREET,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,997274,176643,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65151132407324,-73.95306370429704,"(40.65151132407324, -73.95306370429704)"
4750,4750,4750,29639334,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11358,25-07 166 STREET,166 STREET,25 AVENUE,25 DRIVE,,,ADDRESS,Flushing,,,Open,,01/05/2015 12:00:00 AM,07 QUEENS,QUEENS,1040113,221433,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.774282233635724,-73.79830786354844,"(40.774282233635724, -73.79830786354844)"
4751,4751,4751,29639410,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,483 EAST 180 STREET,EAST 180 STREET,WASHINGTON AVENUE,BATHGATE AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,06 BRONX,BRONX,1013193,249478,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85138701657499,-73.89538086610527,"(40.85138701657499, -73.89538086610527)"
4752,4752,4752,29639468,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10040,4395 BROADWAY,BROADWAY,WEST 187 STREET,WEST 189 STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1002644,250704,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.854780299432925,-73.93350854253164,"(40.854780299432925, -73.93350854253164)"
4753,4753,4753,29639494,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10469,1500 MACE AVENUE,MACE AVENUE,EASTCHESTER ROAD,WOODHULL AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,11 BRONX,BRONX,1027625,253642,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.862756828359444,-73.8431872267387,"(40.862756828359444, -73.8431872267387)"
4754,4754,4754,29639507,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,910 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 161 STREET,WEST 162 STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,999158,244725,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.838376281394325,-73.94612318158029,"(40.838376281394325, -73.94612318158029)"
4755,4755,4755,29639573,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,633 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,08 BROOKLYN,BROOKLYN,996602,185154,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.674873095441185,-73.95546988610347,"(40.674873095441185, -73.95546988610347)"
4756,4756,4756,29639574,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,24 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST 122 STREET,WEST 123 STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,10 MANHATTAN,MANHATTAN,999462,232714,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80540897149247,-73.94505176859023,"(40.80540897149247, -73.94505176859023)"
4757,4757,4757,29639588,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,257 GRAFTON STREET,GRAFTON STREET,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,16 BROOKLYN,BROOKLYN,1007139,180435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.661899524967055,-73.91749905672745,"(40.661899524967055, -73.91749905672745)"
4758,4758,4758,29639599,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2968 PERRY AVENUE,PERRY AVENUE,BEDFORD PARK BOULEVARD,EAST 201 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,07 BRONX,BRONX,1016331,256308,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87012244969979,-73.88400538088398,"(40.87012244969979, -73.88400538088398)"
4759,4759,4759,29639602,2015-01-05,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,11218,279 OCEAN PARKWAY,OCEAN PARKWAY,BEVERLY ROAD,AVENUE C,,,ADDRESS,BROOKLYN,,,Open,,01/05/2015 12:00:00 AM,12 BROOKLYN,BROOKLYN,991483,173364,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64251780174497,-73.97393700415707,"(40.64251780174497, -73.97393700415707)"
4760,4760,4760,29639624,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1690 EAST 174 STREET,EAST 174 STREET,FTELEY AVENUE,CROES AVENUE,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,09 BRONX,BRONX,1019602,243319,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83445904608866,-73.87224700170806,"(40.83445904608866, -73.87224700170806)"
4761,4761,4761,29639630,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,10 PARK TERRACE EAST,PARK TERRACE EAST,DEAD END,WEST 215 STREET,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,1007030,256180,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86980003289866,-73.9176352286794,"(40.86980003289866, -73.9176352286794)"
4762,4762,4762,29639633,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,2201 JEROME AVENUE,JEROME AVENUE,WEST 182 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,05 BRONX,BRONX,1010621,251558,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8571040500785,-73.90466958431703,"(40.8571040500785, -73.90466958431703)"
4763,4763,4763,29639639,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2108 RYER AVENUE,RYER AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,,Open,,01/05/2015 12:00:00 AM,05 BRONX,BRONX,1011735,250222,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.853433733293734,-73.90064798704458,"(40.853433733293734, -73.90064798704458)"
4764,4764,4764,29639648,2015-01-05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,510 EAST 6 STREET,EAST 6 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,,Open,,01/05/2015 12:00:00 AM,03 MANHATTAN,MANHATTAN,988837,203505,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72524972842923,-73.98345093672333,"(40.72524972842923, -73.98345093672333)"
